interceptquad,slopequad,slopequad2
32.67666666666667,6.852857142857144,-0.8798319327731094
33.72666666666667,3.0457142857142863,-0.19495798319327737
34.51433376519124,4.17379974619265,-0.30841762776375603
33.07746696336763,-0.2178101750599312,-0.11174833901585671
33.513784070414005,2.656266852172857,-0.19101419634149683
27.983709605726695,2.666260871872775,-0.2019000484300048
38.48723262691767,4.625612423238171,-0.49305840742898355
27.034155474533513,6.108103638315993,-0.522802381884334
22.08820658287929,4.276536752308477,-0.37483781634697455
32.297476806197515,2.440970836796568,-0.16623907363161536
37.8491466936333,1.0403106344141142,-0.08806489431170147
28.829976088277196,3.479987319110136,-0.22089295073313142
22.943581413113634,4.4004118919830795,-0.3206900375403621
29.556666666666647,4.547142857142865,-0.6887955182072838
34.12327663579215,0.90009676523577975,0.06376459415939871
31.66708399241422,2.9276525853187865,-0.2816086343781006
36.98626900356451,3.6335137532685438,-0.3413244421782691
38.68515130620376,0.44365693224945774,-0.04109747514668413
29.732505252902246,3.834684982243908,-0.3156783375713534
24.039052301678318,9.916240023986278,-0.7937229783147662
31.98923793878029,1.9968373174193461,-0.5226360903432022
24.182166005927233,5.503805688582743,-0.4611218891303542
34.16236419932692,3.479305887136284,-0.29863685172741533
36.17151780137414,8.263772642098699,-1.4809494066208644
28.005291759980558,2.032694992375343,-0.16061797065956646
23.999999999999993,25.999999999999996,-19.999999999999993
34.995098238986465,2.7204574597846065,-0.23082820995686723
32.92813830699698,1.9411897669578375,-0.16060659766417548
41.65320230378978,2.302519781903851,-0.3468611954344999
26.72676852447705,5.042538793761155,-0.44278293406221597
24.97988399772019,10.314960717917774,-1.6061733775885396
35.31381553570127,4.705013405918313,-0.38908249307431936
35.40836976889445,13.401873828856958,-3.1130543410368503
32.46517067548959,2.192425395519607,-0.21352798846778248
28.807150012652464,7.046252076756341,-0.6093518245601726
37.02912008082414,4.427668697062245,-0.39217405232146396
30.050367679463516,3.3513786439787987,-0.22740019959606858
27.984884447220505,12.336914428482187,-2.5271705184259816
30.09126497088987,2.674007777233347,-0.19857913377580588
29.225752063013978,3.3665052017237653,-0.22725519390483248
29.893425552576467,4.370333970620782,-0.4110048010261543
31.53611399911482,2.6663793405747658,-0.16461368304030438
32.49957351267285,1.5106915634172378,-0.0437073690375882
32.22762434238026,3.9822965110493302,-0.31083438928436297
37.25426179308544,1.8026060271188986,-0.1793530850671615
31.03129890453833,8.817795662866097,-1.2474849094567422
30.70831157458174,0.04674917142989598,-0.03398914447589901
15.000000000000002,56.99999999999999,-37.999999999999986
48.718443965725605,1.3080949190195275,-0.1485284765588343
27.246818641476747,7.294551103133161,-0.6250730951891277
40.358849754201174,0.7148434649346775,-0.018118129407627383
36.52506181696872,2.3623341556640747,-0.22948809199994996
29.322172791814488,2.5153042607979446,-0.2166527189514853
28.91448692152916,4.689134808853124,-0.8672032193158961
28.64770251276855,2.6660499975832406,-0.21736068791458135
33.10798422186441,0.6995211968940295,-0.05222384708628552
35.44653412704205,3.6588148770152693,-0.2996045040852745
30.100213219616197,4.702558635394468,-0.9872068230277222
33.14286093385562,0.6927765367523028,-0.0964657469072556
37.68336886993604,12.200426439232396,-2.997867803837949
36.31627873695307,6.11578893995152,-0.6261431045055058
35.15948209274491,4.0362035614534975,-0.4410722460054715
29.209247003452674,2.716632342334737,-0.29145764838678745
30.970641560147538,1.0497208403506213,-0.11397068231338031
32.0255124719111,2.180430676380461,-0.12542518417144347
28.035107015147897,1.7093000774311395,-0.16427628417703546
32.1514527579988,2.774459759025174,-0.20454237435920206
34.73650191303261,2.7722709312872005,-0.17053617039021648
35.69887293615676,0.8492239352269932,-0.1441100678493944
29.202151142612944,5.989130537816234,-0.5284105242397235
44.273213942155074,1.5228502432399338,-0.15002402545276325
34.61916292858425,0.797061217990934,-0.051049585312154935
37.32801282494783,2.4258708160408426,-0.19875920620283094
29.585792190732736,4.5092851029872065,-0.3278256443986571
33.02165896441989,5.347649871087499,-0.45101745740708205
33.43745281475559,1.9910824156195064,-0.15918047632953194
34.10665352660563,3.4461022936447203,-0.38115125162381625
32.91140010103012,2.6595858713278218,-0.24021756540183126
34.81818181818182,12.181818181818171,-4.36363636363636
39.7632938469252,1.3751723719613866,-0.07393015653980325
42.553664426502515,1.6805510405816813,-0.3631786005718713
28.026666666666653,2.762380952380958,-0.3420168067226897
34.18197977312771,1.980898580365846,-0.24172259179191932
31.819887767490496,2.5026882917855646,-0.18880688748600838
36.568894440974404,5.228856964397242,-0.34103685196751843
34.93660550206562,2.582259927914163,-0.2662029643712485
30.626748242635294,4.907612893564867,-0.46954833096553816
37.20408745454356,3.536077510754587,-0.37819948423465877
26.524868949921864,5.3997953808579195,-0.386728283028363
31.542217506641343,2.4002398754277925,-0.20173893099529833
30.148272110287746,2.0024778913708277,-0.20484565423629802
26.785601029635178,3.6052490164728366,-0.2219819150418289
41.74367116500228,3.4934548411524178,-0.28763347868653205
34.03809147868844,2.6625637006210545,-0.236805666784503
41.124079853591674,3.9451125026181506,-0.400889557789506
26.226666666666663,7.56952380952381,-0.8896358543417368
42.80297564946913,-0.7580911754085576,0.05305218025060443
40.175247907605815,0.8803660398566532,-0.1374777160371548
32.36396553458275,5.425755188252258,-1.1700807992758246
28.446395281723323,5.3670430496308,-0.4288841859446832
40.006666666666675,-4.371904761904766,0.5100840336134459
30.686995004526096,5.487455437467185,-0.9387244219443261
34.72727272727272,5.272727272727282,-2.5454545454545494
38.15948446211895,3.1023057800405756,-0.26759710405627296
35.94196881714219,0.8112419216191994,0.012128351834986404
38.94307104994546,2.8529030992360154,-0.26905379521594913
33.29342541992153,-0.14533811647164552,0.1664934455359226
24.262745573772374,6.633664445457477,-0.5251689126752974
32.971269444268074,0.47589967501665037,0.03876011604246348
42.74313995134255,1.3824283430209088,-0.19894212187870466
35.02069079574009,4.298779488044605,-0.42006632351812173
40.554673779843476,-1.4326311140512464,0.08268641524133064
31.895431941626228,3.9975666528611065,-0.21313467237717335
35.21701665480402,0.5881184421649955,-0.04995398675614639
23.283582089552258,24.90298507462685,-5.985074626865666
25.999999999999986,70.00000000000004,-72.00000000000003
32.741136882529304,3.645067294961472,-0.3457362166403976
30.41258952679809,2.3428996020399357,-0.15569630690407155
42.4284088895123,4.3718813114200925,-0.513381750702045
33.935540287320435,7.870643347907552,-1.5621486570893182
30.057504707946244,1.4826632901506942,-0.12194125658330512
42.80931419890041,3.096745806918765,-0.3026117136166032
27.953279200499694,1.7686445971267883,-0.1748906933166755
26.262260127931775,23.147121535181235,-8.264392324093816
32.80031261838592,3.6299085384294543,-0.2570124251482705
34.54292026298158,1.060703362899957,-0.058102737953865
31.776264834478457,18.536477201748905,-5.067457838850718
30.32845304834762,2.6870354099216507,-0.2073993779467144
39.797908032272794,-0.8466071985374425,0.04260039748618972
27.000000000000007,47.999999999999986,-35.999999999999986
25.928554665236206,15.00807992758239,-2.445703557179737
24.109090909090913,16.29090909090909,-6.1818181818181825
34.0322137010897,1.3745196914564777,-0.11991239044826672
28.065219863694654,0.9247074533873023,-0.052184041602416915
34.9112015474856,-0.497961864450962,0.05892917561895218
35.29469081823862,7.055527795128034,-1.3835103060587113
29.01447574334897,8.127040017885093,-1.7079141515761243
31.559999999999974,4.581428571428578,-0.560504201680673
44.101240509472305,-0.18606789109599436,0.09373622801339417
31.756971883112147,1.8012327379254323,-0.14030390539184223
28.30531137839758,3.2509304531854277,-0.22606197713838322
20.467207995003136,14.813554028732034,-3.2510930668332274
27.158018725268295,3.0025810117757117,-0.30440339869031313
23.45894191914946,4.259160142145626,-0.3850662491788606
29.40263436483244,3.825999804763575,-0.2652163570210709
42.059587861602026,2.708824780998754,-0.22077827302960454
27.056214865708963,10.676764522173627,-1.9981261711430327
